#ncbi_taxid	cluster_id	cluster_size	best_described_by
4932	CL:10494	5	alcohol O-acyltransferase activity, and SGNH hydrolase superfamily
4932	CL:10507	5	cinnamic acid metabolic process, and Protein of unknown function (DUF2420)
4932	CL:10517	12	mixed, incl. protein phosphatase 1 binding, and Protein Sip5/DA2
4932	CL:10519	5	mixed, incl. Protein Sip5/DA2, and Carbonic anhydrase
4932	CL:1052	18	RNA helicase, DEAD-box type, Q motif, and WD40 repeat, conserved site
4932	CL:10531	5	mixed, incl. Aromatic acid exporter family member 2, and Uncharacterised protein family UPF0052
4932	CL:10542	13	mixed, incl. mitochondrial inner membrane peptidase complex, and Rhomboid family
4932	CL:10544	7	mixed, incl. Rhomboid family, and TMEM115/Pdh1/Rbl19
4932	CL:1055	11	mixed, incl. RNA helicase, DEAD-box type, Q motif, and TRASH domain
4932	CL:10569	95	mixed, incl. spore wall assembly, and enzyme inhibitor activity
4932	CL:1057	6	mixed, incl. DBP10, C-terminal, and WD repeat BOP1/Erb1
4932	CL:10570	59	mostly uncharacterized, incl. Major facilitator superfamily, and medial cortex
4932	CL:10571	47	mostly uncharacterized, incl. Major facilitator superfamily, and medial cortex
4932	CL:10572	25	mostly uncharacterized, incl. medial cortex, and FAD transport
4932	CL:10573	16	mixed, incl. medial cortex, and FAD transport
4932	CL:10574	11	mixed, incl. FAD transport, and Protein of unknown function (DUF2462)
4932	CL:10576	5	mixed, incl. RNA polymerase III assembly, and Insulin-induced protein family
4932	CL:10595	5	mixed, incl. medial cortex, and Uncharacterised protein (DUF2406)
4932	CL:10605	5	mixed, incl. Protein of unknown function DUF5427, and Glycoside hydrolase family 63
4932	CL:10622	21	mixed, incl. Major facilitator superfamily, and NT-type C2 domain
4932	CL:10623	15	mixed, incl. Major facilitator superfamily, and Yqey-like protein
4932	CL:10625	5	mixed, incl. polyamine homeostasis, and Vacuole effluxer Atg22 like
4932	CL:10640	5	mixed, incl. Yqey-like protein, and NADH dehydrogenase complex assembly
4932	CL:10652	6	mixed, incl. NT-type C2 domain, and Glycine zipper 2TM domain
4932	CL:10664	12	mostly uncharacterized, incl. Zn_pept, and carboxymethylenebutenolidase activity
4932	CL:10666	5	SKG6/AXL2 alpha-helix transmembrane domain, and establishment or maintenance of actin cytoskeleton polarity
4932	CL:10687	36	mixed, incl. spore wall assembly, and ribonucleoside-diphosphate reductase inhibitor activity
4932	CL:10689	19	spore wall assembly, and Protein Zds1/2
4932	CL:10691	11	spore wall assembly
4932	CL:10693	6	mixed, incl. ascus lipid droplet, and Etoposide-induced protein 2.4 (EI24)
4932	CL:10717	5	mixed, incl. Outer spore wall 5, and Protein of unknown function (DUF1674)
4932	CL:10733	13	mixed, incl. ribonucleoside-diphosphate reductase inhibitor activity, and Mak32
4932	CL:10735	6	mixed, incl. Mak32, and TenA_E protein
4932	CL:10749	5	ribonucleoside-diphosphate reductase inhibitor activity, and Serine hydrolase FSH
4932	CL:10758	41	mostly uncharacterized, incl. Rhodanese-like domain, and Macro domain
4932	CL:10759	26	mostly uncharacterized, incl. Rhodanese-like domain, and Protein Fmp23
4932	CL:10760	18	mixed, incl. Rhodanese-like domain, and Protein Fmp23
4932	CL:10761	12	mostly uncharacterized, incl. Protein Fmp23, and MTH1187/YkoF-like
4932	CL:10764	5	mixed, incl. MTH1187/YkoF-like, and GYF domain
4932	CL:1078	5	Domain of unknown function DUF4217, and ABT1/Esf2
4932	CL:10784	6	Rhodanese-like domain, and Yeast membrane protein DUP/COS
4932	CL:10796	5	uncharacterized
4932	CL:108	6283	biological_process
4932	CL:10810	15	mixed, incl. Macro domain, and RWD domain
4932	CL:10812	7	mixed, incl. Macro domain, and SWIB domain
4932	CL:10830	5	RWD domain, and WD repeat-containing protein WDR44/Dgr2
4932	CL:10839	5	mixed, incl. Single-stranded DNA-binding protein, and Transcriptional Coactivator p15 (PC4)
4932	CL:10848	41	uncharacterized
4932	CL:10850	20	mostly uncharacterized, incl. Gdt1 family, and Tubulin domain
4932	CL:10852	11	mostly uncharacterized, incl. Gdt1 family, and Tubulin domain
4932	CL:10854	6	mixed, incl. Gdt1 family, and Tubulin domain
4932	CL:10874	8	mixed, incl. Laa1/Sip1/HEATR5, and Choline transporter-like
4932	CL:10890	20	mostly uncharacterized, incl. Chromatin SPT2, and Oxidoreductase-like, N-terminal
4932	CL:10891	13	mostly uncharacterized, incl. Chromatin SPT2, and Caffeine-induced death protein 2
4932	CL:10892	7	mixed, incl. Caffeine-induced death protein 2, and Protein of unknown function DUF5341
4932	CL:10905	6	mixed, incl. Chromatin SPT2, and HD domain
4932	CL:1091	5	RIO kinase, and RNA-binding protein NOB1
4932	CL:10918	5	mixed, incl. GPR1/FUN34/yaaH family, and Mitochondrial protein Pet20
4932	CL:10930	26	mixed, incl. nucleotide-sugar transmembrane transporter activity, and Yeast membrane protein DUP/COS
4932	CL:10931	17	mixed, incl. nucleotide-sugar transmembrane transporter activity, and Yeast membrane protein DUP/COS
4932	CL:10934	5	nucleotide-sugar transmembrane transporter activity
4932	CL:10950	7	Yeast membrane protein DUP/COS
4932	CL:10965	7	mixed, incl. chloride transport, and Anion exchange
4932	CL:10984	6	mixed, incl. Leucine-rich repeat, cysteine-containing subtype, and Sortilin, C-terminal
4932	CL:10996	58	mixed, incl. mitochondrial genome maintenance, and glutamyl-tRNA(Gln) amidotransferase complex
4932	CL:10999	48	mixed, incl. mitochondrial genome maintenance, and glutamyl-tRNA(Gln) amidotransferase complex
4932	CL:11	6383	biological_process
4932	CL:11000	33	mixed, incl. mitochondrial genome maintenance, and glutamyl-tRNA(Gln) amidotransferase complex
4932	CL:11001	23	mixed, incl. mitochondrial genome maintenance, and glutamyl-tRNA(Gln) amidotransferase complex
4932	CL:11002	16	mixed, incl. glutamyl-tRNA(Gln) amidotransferase complex, and mitochondrial genome maintenance
4932	CL:11004	11	mixed, incl. glutamyl-tRNA(Gln) amidotransferase complex, and Neugrin
4932	CL:11006	5	mixed, incl. Neugrin, and PPR repeat
4932	CL:11033	7	mixed, incl. Y-form DNA binding, and Mitochondrial genome maintenance MGM101
4932	CL:11048	6	mixed, incl. Pet100, and Rtr1/RPAP2
4932	CL:11065	15	mostly uncharacterized, incl. Pectin lyase fold, and Life-span regulatory factor
4932	CL:11069	5	mixed, incl. Domain of unknown function DUF1279, and Sbe2/Sbe22
4932	CL:11083	6	mixed, incl. spore membrane bending pathway, and Domain of unknown function DUF676, lipase-like
4932	CL:11098	5	Mitochondrion
4932	CL:11113	100	mostly uncharacterized, incl. BLOC complex, and magnesium ion transport
4932	CL:11114	71	mostly uncharacterized, incl. magnesium ion transport, and proton-transporting ATP synthase complex assembly
4932	CL:11115	46	mostly uncharacterized, incl. magnesium ion transport, and pheromone-dependent signal transduction involved in conjugation with cellular fusion
4932	CL:11116	39	mixed, incl. magnesium ion transport, and pheromone-dependent signal transduction involved in conjugation with cellular fusion
4932	CL:11117	24	mostly uncharacterized, incl. ATP10 protein, and CNNM, transmembrane domain
4932	CL:11118	15	mostly uncharacterized, incl. CNNM, transmembrane domain, and Protein of unknown function DUF3128
4932	CL:11121	10	mixed, incl. Protein of unknown function DUF3128, and PGAP1-like protein
4932	CL:11125	5	mixed, incl. PGAP1-like protein, and pheromone-dependent signal transduction involved in conjugation with cellular fusion
4932	CL:11149	5	mixed, incl. Rrt5, RNA recognition motif 1, and Aminopeptidase P, N-terminal
4932	CL:1115	13	mixed, incl. box H/ACA RNP complex, and box C/D snoRNP complex
4932	CL:11164	15	mixed, incl. magnesium ion transport, and Aldolase/RraA
4932	CL:11166	5	mixed, incl. response to drug
4932	CL:1118	6	box H/ACA RNP complex, and box C/D snoRNP complex
4932	CL:11181	6	magnesium ion transport
4932	CL:11194	5	uncharacterized
4932	CL:11206	25	mostly uncharacterized, incl. INA complex, and Protein of unknown function (DUF3808)
4932	CL:11208	10	mixed, incl. INA complex, and Unfolded protein response
4932	CL:11211	5	mixed, incl. Unfolded protein response, and Protein of unknown function DUF4668
4932	CL:11232	12	mixed, incl. Protein of unknown function (DUF3808), and Rit1 DUSP-like domain
4932	CL:11234	5	mixed, incl. Glycosyl transferase, family 15
4932	CL:11246	5	Protein of unknown function (DUF3808), and Rit1 DUSP-like domain
4932	CL:11258	26	mixed, incl. BLOC complex, and mRNA capping
4932	CL:11259	16	mostly uncharacterized, incl. Protein Csf1, and UNC-50 family
4932	CL:11260	10	mixed, incl. Protein Csf1, and Transmembrane protein 170
4932	CL:11262	5	mixed, incl. Transmembrane protein 170, and Defect at low temperature protein 1
4932	CL:11280	5	mixed, incl. UNC-50 family, and PSP1, C-terminal
4932	CL:11290	10	BLOC complex, and mRNA capping
4932	CL:11292	5	BLOC complex
4932	CL:113	6278	biological_process
4932	CL:11312	44	mostly uncharacterized, incl. PX domain, and membrane assembly
4932	CL:11313	23	mostly uncharacterized, incl. nuclear-transcribed mRNA catabolic process, no-go decay, and heme transmembrane transport
4932	CL:11314	14	mixed, incl. nuclear-transcribed mRNA catabolic process, no-go decay, and Protein of unknown function DUF2841
4932	CL:11317	5	nuclear-transcribed mRNA catabolic process, no-go decay, and pantothenate transmembrane transport
4932	CL:11332	5	mixed, incl. Protein of unknown function DUF2841, and Transcription factor Vhr
4932	CL:11343	6	mixed, incl. heme transmembrane transport, and Vps5 C terminal like
4932	CL:11358	21	mixed, incl. membrane assembly, and PX domain
4932	CL:11360	12	mixed, incl. membrane assembly, and Ypt35, PX domain
4932	CL:11362	5	mixed, incl. Mug56/Spo71, and Ypt35, PX domain
4932	CL:11374	5	PH domain, and hexose catabolic process
4932	CL:11386	5	mixed, incl. Sorting nexin C terminal, and Regulator of G protein signaling domain
4932	CL:11399	32	mostly uncharacterized, incl. Zinc finger, BED-type, and Cytosine metabolism
4932	CL:1140	5	mixed, incl. Urb2/Npa2 family, and Ribosome-assembly protein 3
4932	CL:11400	25	mostly uncharacterized, incl. Zinc finger, BED-type, and Cytosine metabolism
4932	CL:11402	12	mostly uncharacterized, incl. Cytosine metabolism, and Mitochondrial biogenesis regulation protein 1
4932	CL:11404	7	mixed, incl. Fungal lipase-like domain, and plasma membrane organization
4932	CL:11428	10	mixed, incl. Zinc finger, BED-type, and telomeric loop formation
4932	CL:11429	5	Zinc finger, BED-type, and telomeric loop formation
4932	CL:11438	5	mixed, incl. Nonaspanin (TM9SF), and prospore membrane leading edge
4932	CL:11450	6	mixed, incl. Putative redox protein Fmp46, and Protein adenylyltransferase SelO
4932	CL:11462	17	mostly uncharacterized, incl. NUMOD1 domain, and 4F5 protein family
4932	CL:11463	12	mostly uncharacterized, incl. M28 Zn-Peptidase Glutaminyl Cyclase, and Gfo/Idh/MocA-like oxidoreductase, C-terminal
4932	CL:11464	7	mixed, incl. M28 Zn-Peptidase Glutaminyl Cyclase, and Gfo/Idh/MocA-like oxidoreductase, C-terminal
4932	CL:11477	5	mixed, incl. Kelch motif, and S-adenosyl-L-methionine-dependent methyltransferase
4932	CL:11486	5	mixed, incl. NUMOD1 domain, and 4F5 protein family
4932	CL:11495	305	mixed, incl. retrotransposon nucleocapsid, and Seripauperin and TIP1 family
4932	CL:11496	166	mixed, incl. Seripauperin and TIP1 family, and Regulatory protein Sir1
4932	CL:11497	152	mixed, incl. Seripauperin and TIP1 family, and Regulatory protein Sir1
4932	CL:11498	145	mixed, incl. Seripauperin and TIP1 family, and Regulatory protein Sir1
4932	CL:11499	94	mixed, incl. Regulatory protein Sir1, and Protein of unknown function DUF468
4932	CL:11500	71	mixed, incl. Regulatory protein Sir1, and Protein of unknown function DUF468
4932	CL:11501	50	mixed, incl. Regulatory protein Sir1, and Helicase conserved C-terminal domain
4932	CL:11502	45	mixed, incl. Regulatory protein Sir1, and Helicase conserved C-terminal domain
4932	CL:11504	36	mixed, incl. Regulatory protein Sir1, and Helicase conserved C-terminal domain
4932	CL:11506	30	mixed, incl. Regulatory protein Sir1, and Helicase conserved C-terminal domain
4932	CL:11508	22	mixed, incl. Regulatory protein Sir1, and Helicase conserved C-terminal domain
4932	CL:11509	17	mixed, incl. Regulatory protein Sir1, and DEAD/DEAH box helicase
4932	CL:11511	10	Regulatory protein Sir1, and DEAD-like helicases superfamily
4932	CL:11513	5	ORC1-binding domain, and telomere maintenance via recombination
4932	CL:11542	5	mixed, incl. Sir1, ORC-binding domain, and Protein of unknown function DUF468
4932	CL:11556	5	mixed, incl. Sir1, ORC-binding domain
4932	CL:1156	5	protein kinase CK2 complex
4932	CL:11580	6	mixed, incl. ORC1-binding domain, and Regulatory protein Sir1
4932	CL:11591	5	mixed, incl. Protein of unknown function DUF468
4932	CL:11600	21	mixed, incl. Protein of unknown function DUF468, and Regulatory protein Sir1
4932	CL:11602	15	Protein of unknown function DUF468, and Regulatory protein Sir1
4932	CL:11604	10	Protein of unknown function DUF468
4932	CL:11606	5	Protein of unknown function DUF468
4932	CL:11641	23	mixed, incl. Yeast membrane protein DUP/COS, and Detoxification
4932	CL:11642	17	mixed, incl. Yeast membrane protein DUP/COS, and Protein of unknown function DUF2015
4932	CL:11644	10	mixed, incl. Transport of organic anions, and Yeast membrane protein DUP/COS
4932	CL:11646	5	mixed, incl. Yeast membrane protein DUP/COS
4932	CL:1166	11	mixed, incl. Putative RNA methyltransferase, and rRNA base methylation
4932	CL:11675	6	mixed, incl. Detoxification, and sulfite transport
4932	CL:1168	5	mixed, incl. Protein Hgh1, and Cns1/TTC4, wheel domain
4932	CL:11686	51	mixed, incl. Seripauperin and TIP1 family, and fluoride transmembrane transport
4932	CL:11687	40	Seripauperin and TIP1 family, and fluoride transmembrane transport
4932	CL:11688	32	Seripauperin and TIP1 family, and Fungal transcription factor
4932	CL:11690	18	Seripauperin and TIP1 family
4932	CL:11691	12	Seripauperin and TIP1 family
4932	CL:11693	7	Stress-induced protein SRP1/TIP1
4932	CL:11714	6	Seripauperin and TIP1 family
4932	CL:11730	11	mixed, incl. Fungal transcription factor, and sterol transporter activity
4932	CL:11732	5	ATPase-coupled sterol transmembrane transporter activity, and Stress-induced protein SRP1/TIP1
4932	CL:11753	5	mixed, incl. fluoride transmembrane transport, and ML-like domain
4932	CL:11766	11	mostly uncharacterized, incl. THO1_MOS11, C-terminal domain, and aldose 1-epimerase activity
4932	CL:11769	5	mixed, incl. aldose 1-epimerase activity, and GATA zinc finger
4932	CL:11787	7	mixed, incl. retrotransposon nucleocapsid
4932	CL:118	6273	biological_process
4932	CL:11800	14	mostly uncharacterized, incl. Protein of unknown function DUF726, and MINDY deubiquitinase
4932	CL:11802	6	mixed, incl. Peptidase inhibitor I9, and CYTH-like domain superfamily
4932	CL:11818	5	mixed, incl. Protein of unknown function DUF726, and MINDY deubiquitinase
4932	CL:11827	139	mixed, incl. retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11828	131	mixed, incl. retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11829	117	retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11830	91	retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11835	85	TYA transposon protein, and Zinc finger C2H2 superfamily
4932	CL:11839	80	TYA transposon protein, and Zinc finger C2H2 superfamily
4932	CL:11844	75	TYA transposon protein, and Zinc finger C2H2 superfamily
4932	CL:11849	70	TYA transposon protein, and Zinc finger C2H2 superfamily
4932	CL:11854	65	retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11859	60	retrotransposon nucleocapsid, and Zinc finger C2H2 superfamily
4932	CL:11861	39	TYA transposon protein, and Zinc finger, C2H2 type
4932	CL:11866	27	mixed, incl. TYA transposon protein, and GATA zinc finger
4932	CL:11868	15	TYA transposon protein, and GATA zinc finger
4932	CL:11873	10	mixed, incl. Aspartic peptidase, active site, and Zinc finger, C2H2 type
4932	CL:11878	5	GATA zinc finger, and Zinc finger, C2H2 type
4932	CL:11898	11	mostly uncharacterized, incl. regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage, and Retrotransposon gag domain
4932	CL:11901	5	mixed, incl. HAD-hyrolase-like
4932	CL:11925	5	mixed, incl. YML108W-like superfamily, and Protein of unknown function DUF4112
4932	CL:11939	20	mixed, incl. spermine transport, and C2H2-type zinc finger
4932	CL:11940	12	mixed, incl. spermine transport, and C2H2-type zinc finger
4932	CL:11943	5	spermine transport, and Copper-Fist
4932	CL:11965	5	retrotransposon nucleocapsid
4932	CL:1198	30	transcription by RNA polymerase III, and RNA polymerase I complex
4932	CL:1199	21	RNA polymerase
4932	CL:1200	11	RNA polymerase III complex
4932	CL:12011	26	mixed, incl. Haemolysin-III related, and Yeast-specific zinc responsive
4932	CL:12015	21	mixed, incl. Haemolysin-III related, and Yeast-specific zinc responsive
4932	CL:12018	7	mixed, incl. Haemolysin-III related, and Zap1, zinc finger 2
4932	CL:1202	5	RNA polymerase III complex
4932	CL:12038	6	mixed, incl. Yeast-specific zinc responsive, and Zinc knuckle
4932	CL:12062	14	mixed, incl. Virion maturation, and negative regulation of transcription from RNA polymerase II promoter in response to hypoxia
4932	CL:12067	5	mixed, incl. negative regulation of transcription from RNA polymerase II promoter in response to hypoxia, and GAG-pre-integrase domain
4932	CL:12080	5	mixed, incl. Retrotransposon Ty1 A, N-terminal
4932	CL:12090	5	mixed, incl. Protein Ecm3-like, and PA14 domain
4932	CL:12104	33	mixed, incl. RNA polymerase I transcription regulator complex, and Sodium/Calcium exchangers
4932	CL:12107	25	mixed, incl. RNA polymerase I transcription regulator complex, and Sodium/Calcium exchangers
4932	CL:12112	19	mixed, incl. RNA polymerase I transcription regulator complex, and Sodium/Calcium exchangers
4932	CL:12114	8	RNA polymerase I transcription regulator complex
4932	CL:12134	5	uncharacterized
4932	CL:12160	5	mixed, incl. Disordered region of unknown function (DUF5315), and response to water deprivation
4932	CL:12172	140	mixed, incl. re-entry into mitotic cell cycle after pheromone arrest, and Transmembrane helix
4932	CL:12174	86	mixed, incl. re-entry into mitotic cell cycle after pheromone arrest, and Transmembrane helix
4932	CL:12175	56	mostly uncharacterized, incl. re-entry into mitotic cell cycle after pheromone arrest, and COPI-independent Golgi-to-ER retrograde traffic
4932	CL:12176	41	mostly uncharacterized, incl. re-entry into mitotic cell cycle after pheromone arrest, and COPI-independent Golgi-to-ER retrograde traffic
4932	CL:12178	27	mostly uncharacterized, incl. COPI-independent Golgi-to-ER retrograde traffic, and Ser-tRNA(Ala) hydrolase activity
4932	CL:12180	16	mostly uncharacterized, incl. Glycosyl hydrolases family 17, and GTPase activity
4932	CL:12182	11	mostly uncharacterized, incl. GTPase activity
4932	CL:12185	5	uncharacterized
4932	CL:122	6268	biological_process
4932	CL:1221	10	RNA polymerase I complex
4932	CL:12217	5	COPI-independent Golgi-to-ER retrograde traffic, and AN1-like Zinc finger
4932	CL:1223	5	RNA polymerase I complex
4932	CL:12236	11	re-entry into mitotic cell cycle after pheromone arrest, and Actin patches distal protein 1
4932	CL:12239	6	re-entry into mitotic cell cycle after pheromone arrest
4932	CL:12257	15	mostly uncharacterized, incl. Aquaporin transporter, and Maltose fermentation regulatory protein, DNA-binding domain
4932	CL:12259	5	uncharacterized
4932	CL:12275	6	uncharacterized
4932	CL:12286	30	mostly uncharacterized, incl. Mss4, and VanZ-like
4932	CL:12288	15	mostly uncharacterized, incl. Mss4, and Dilute domain-containing protein, fungi, CBD domain
4932	CL:12290	10	mostly uncharacterized, incl. Dilute domain-containing protein, fungi, CBD domain
4932	CL:12293	5	uncharacterized
4932	CL:12323	11	mostly uncharacterized, incl. Inositol transporters, and ethanol biosynthetic process
4932	CL:12326	5	mixed, incl. ethanol biosynthetic process
4932	CL:12347	52	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase, and Signal
4932	CL:12351	42	uncharacterized
4932	CL:12354	37	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase, and Protein kinase inhibitor
4932	CL:12357	28	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase, and ANTH domain
4932	CL:12359	23	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase, and ANTH domain
4932	CL:12361	18	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase, and ANTH domain
4932	CL:12363	13	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase
4932	CL:12366	5	uncharacterized
4932	CL:12416	6	mixed, incl. Protein kinase inhibitor, and Signal
4932	CL:1242	6	transcription factor TFIIIC complex
4932	CL:12439	6	uncharacterized
4932	CL:12453	5	mixed, incl. FMP27, N-terminal, and Impact family
4932	CL:12472	15	mostly uncharacterized, incl. Hypothetical protein (DUF2410), and NAD-specific glutamate dehydrogenase
4932	CL:12473	10	mostly uncharacterized, incl. NAD-specific glutamate dehydrogenase
4932	CL:12476	5	uncharacterized
4932	CL:12492	5	mixed, incl. Hypothetical protein (DUF2410), and Peptidase family M20/M25/M40
4932	CL:12551	10	uncharacterized
4932	CL:12553	5	uncharacterized
4932	CL:1258	23	nuclear ncRNA surveillance, and Ski complex
4932	CL:1259	18	nuclear ncRNA surveillance
4932	CL:1261	11	nuclear exosome (RNase complex)
4932	CL:127	6263	biological_process
4932	CL:1285	5	TRAMP complex
4932	CL:1294	5	Ski complex, and Pelota/DOM34, N-terminal domain
4932	CL:1304	5	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
4932	CL:131	6258	biological_process
4932	CL:1313	40	tRNA methylation, and pseudouridine synthase activity
4932	CL:1314	35	tRNA methylation, and pseudouridine synthase activity
4932	CL:1315	25	tRNA methylation
4932	CL:1317	17	tRNA methylation, and Eukaryotic/archaeal PrmC-related
4932	CL:1319	10	tRNA methyltransferase complex, and tRNA methyltransferase activity
4932	CL:1322	5	tRNA methyltransferase complex
4932	CL:135	6253	biological_process
4932	CL:1355	5	wybutosine metabolic process
4932	CL:1365	7	tRNA pseudouridine synthesis
4932	CL:1383	5	adenosine deaminase activity, and cytidine deamination
4932	CL:1392	61	tRNA aminoacylation for protein translation, and tRNA threonylcarbamoyladenosine metabolic process
4932	CL:1393	49	tRNA aminoacylation for protein translation, and EKC/KEOPS complex
4932	CL:1395	41	tRNA aminoacylation for protein translation
4932	CL:1397	35	tRNA aminoacylation for protein translation
4932	CL:140	6248	biological_process
4932	CL:1400	28	tRNA aminoacylation for protein translation
4932	CL:1402	16	Cytoplasmic tRNA synthetases, and aminoacyl-tRNA synthetase multienzyme complex
4932	CL:1403	8	Cytoplasmic tRNA synthetases, and Valine-tRNA ligase
