#ncbi_taxid	cluster_id	cluster_size	best_described_by
1110504	CL:47	175	cellular nitrogen compound biosynthetic process, and pyrophosphatase activity
1110504	CL:475	5	mixed, incl. Sigma factor, and Folate biosynthesis
1110504	CL:487	58	Microbial metabolism in diverse environments, and phospholipid metabolic process
1110504	CL:488	45	Microbial metabolism in diverse environments, and Phosphotransferase system
1110504	CL:489	35	Carbon metabolism, and oxidoreductase activity, acting on CH-OH group of donors
1110504	CL:49	132	organonitrogen compound biosynthetic process, and Protein export
1110504	CL:491	26	carbohydrate catabolic process, and Pentose phosphate pathway
1110504	CL:493	17	glycolytic process
1110504	CL:494	11	glycolytic process
1110504	CL:498	6	Glycolysis, and NADP binding
1110504	CL:5	666	Technical term
1110504	CL:51	124	organonitrogen compound biosynthetic process, and Protein export
1110504	CL:515	6	Citrate cycle (TCA cycle), and lactate dehydrogenase activity
1110504	CL:52	102	Ribonucleoprotein, and Oxidative phosphorylation
1110504	CL:53	87	Ribonucleoprotein, and nucleoside binding
1110504	CL:531	5	NADPH regeneration, and 5-phosphoribose 1-diphosphate metabolic process
1110504	CL:54	81	Ribonucleoprotein, and translation regulator activity
1110504	CL:545	7	Taurine and hypotaurine metabolism, and Coenzyme A biosynthesis
1110504	CL:558	10	Ascorbate and aldarate metabolism, and Phosphotransferase system
1110504	CL:56	72	ribosome, and translation regulator activity
1110504	CL:560	5	phosphoenolpyruvate-dependent sugar phosphotransferase system
1110504	CL:577	13	phospholipid metabolic process, and polyol metabolic process
1110504	CL:579	6	phospholipid metabolic process
1110504	CL:59	66	ribosome, and translation regulator activity
1110504	CL:593	5	mixed, incl. mRNA processing, and glycerone kinase activity
1110504	CL:60	61	ribosome, and translation regulator activity
1110504	CL:602	17	mixed, incl. chromosome segregation, and glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
1110504	CL:605	7	mixed, incl. Chromosome partition, and glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
1110504	CL:61	56	ribosome
1110504	CL:622	7	mixed, incl. Pantothenate and CoA biosynthesis, and polysome
1110504	CL:635	37	mixed, incl. Pyrimidine metabolism, and nucleoside monophosphate metabolic process
1110504	CL:636	27	mixed, incl. Pyrimidine metabolism, and nucleoside monophosphate metabolic process
1110504	CL:638	18	mixed, incl. nucleoside metabolic process, and nucleoside kinase activity
1110504	CL:639	12	nucleoside metabolic process, and nucleoside kinase activity
1110504	CL:641	6	transferase activity, transferring pentosyl groups
1110504	CL:65	51	ribosome
1110504	CL:66	42	ribosome
1110504	CL:662	6	mixed, incl. carbohydrate binding, and Biosynthesis of unsaturated fatty acids
1110504	CL:67	28	ribosome
1110504	CL:680	5	pore complex, and extracellular region
1110504	CL:689	10	mixed, incl. Ribosome biogenesis, and secretion
1110504	CL:692	5	mixed, incl. secretion, and deaminase activity
1110504	CL:715	10	mixed, incl. lipoprotein metabolic process, and small molecule sensor activity
1110504	CL:717	5	mixed, incl. tRNA nucleoside ribose methylation, and GTPase activity
1110504	CL:735	12	mixed, incl. RNA phosphodiester bond hydrolysis, endonucleolytic, and chromate transport
1110504	CL:736	6	RNA phosphodiester bond hydrolysis, endonucleolytic, and Galactose metabolism
1110504	CL:748	5	chromate transport, and methyltransferase complex
1110504	CL:766	6	mixed, incl. Arginine biosynthesis, and potassium ion transport
1110504	CL:785	13	mixed, incl. protein maturation, and oxidoreductase complex
1110504	CL:788	7	mixed, incl. protein maturation, and NAD+ binding
1110504	CL:810	26	mixed, incl. phosphatase activity, and Amino sugar and nucleotide sugar metabolism
1110504	CL:811	20	mixed, incl. phosphatase activity, and Amino sugar and nucleotide sugar metabolism
1110504	CL:812	11	mixed, incl. Amino sugar and nucleotide sugar metabolism, and liposaccharide metabolic process
1110504	CL:814	5	mixed, incl. asparaginyl-tRNA aminoacylation, and Lipid-binding
1110504	CL:824	5	O-Antigen nucleotide sugar biosynthesis, and liposaccharide metabolic process
1110504	CL:836	5	phosphatase activity
1110504	CL:850	6	mixed, incl. deoxyribonuclease IV (phage-T4-induced) activity, and ether metabolic process
1110504	CL:861	135	ABC transporters, and Domain
1110504	CL:862	96	mixed, incl. membrane, and Signal
1110504	CL:863	49	mixed, incl. membrane, and serine hydrolase activity
1110504	CL:865	43	mixed, incl. transmembrane transport, and serine hydrolase activity
1110504	CL:867	29	mixed, incl. ABC transporters, and molecular transducer activity
1110504	CL:868	24	mixed, incl. ATPase-coupled transmembrane transporter activity, and molecular transducer activity
1110504	CL:871	11	mixed, incl. molecular transducer activity, and vacuole
1110504	CL:874	5	molecular transducer activity, and Signal
1110504	CL:899	6	maltose transmembrane transporter activity, and glycerol-3-phosphate transmembrane transporter activity
1110504	CL:9	661	Technical term
1110504	CL:915	5	ABC transporters, and Signal
1110504	CL:931	10	mixed, incl. Naphthalene degradation, and Thiamine metabolism
1110504	CL:933	5	Naphthalene degradation, and Glycerolipid metabolism
1110504	CL:960	47	mixed, incl. Quorum sensing, and endodeoxyribonuclease activity, producing 5-phosphomonoesters
1110504	CL:963	26	mostly uncharacterized, incl. endodeoxyribonuclease activity, producing 5-phosphomonoesters, and xenobiotic transport
1110504	CL:964	21	mostly uncharacterized, incl. xenobiotic transport, and restriction endodeoxyribonuclease activity
1110504	CL:966	11	mixed, incl. xenobiotic transport, and vitamin transport
1110504	CL:968	6	mixed, incl. vitamin transport, and zinc ion transport
1110504	CL:990	8	mixed, incl. restriction endodeoxyribonuclease activity, and cell envelope
