#ncbi_taxid	cluster_id	cluster_size	best_described_by
362663	CL:2077	14	Quinone, and Proton-conducting membrane transporter
362663	CL:2079	8	Quinone, and Proton-conducting membrane transporter
362663	CL:21	4572	biological_process
362663	CL:2107	8	ATP synthesis
362663	CL:2128	5	heme-copper terminal oxidase activity
362663	CL:2144	33	Citrate cycle (TCA cycle)
362663	CL:2145	20	Citrate cycle (TCA cycle)
362663	CL:2147	8	tricarboxylic acid cycle enzyme complex
362663	CL:2169	8	succinate dehydrogenase activity
362663	CL:2184	13	mixed, incl. aconitate hydratase activity, and malate dehydrogenase activity
362663	CL:2185	7	aconitate hydratase activity, and Citrate synthase
362663	CL:219	13	RNA polymerase, and Transcription antitermination
362663	CL:2199	5	malate dehydrogenase activity, and Fumarate hydratase, class II
362663	CL:2216	43	mixed, incl. Fatty acid metabolism, and acyl-CoA metabolic process
362663	CL:2218	24	mixed, incl. lipid oxidation, and acetyl-CoA biosynthetic process
362663	CL:2219	12	mixed, incl. acetyl-CoA biosynthetic process, and Glycine radical
362663	CL:222	5	RNA polymerase
362663	CL:2221	5	acetyl-CoA biosynthetic process, and Propionate kinase
362663	CL:2243	10	Benzoate degradation, and Acyl-CoA dehydrogenase, N-terminal domain
362663	CL:2245	5	Benzoate degradation
362663	CL:2273	13	Fatty acid biosynthesis
362663	CL:2276	5	fatty acid synthase activity
362663	CL:23	4567	biological_process
362663	CL:2301	5	mixed, incl. Prohibitin, and NmrA-like domain
362663	CL:2311	28	mixed, incl. carnitine metabolic process, and integral component of organelle membrane
362663	CL:2312	21	carnitine metabolic process, and integral component of organelle membrane
362663	CL:2315	15	carnitine metabolic process, and integral component of organelle membrane
362663	CL:2317	5	Electron transfer flavoprotein domain, and Tryptophan halogenase
362663	CL:2334	5	carnitine metabolic process
362663	CL:235	5	Transcription antitermination, and Ribosomal protein S10
362663	CL:2353	7	mixed, incl. FAD-linked oxidase, C-terminal, and Electron transfer flavoprotein, beta subunit
362663	CL:2371	35	mixed, incl. Glyoxylate and dicarboxylate metabolism, and purine nucleobase metabolic process
362663	CL:2372	22	mixed, incl. Glyoxylate and dicarboxylate metabolism, and LUD domain
362663	CL:2373	14	mixed, incl. glycolate catabolic process, and Malate synthase
362663	CL:2374	7	glyoxylate metabolic process, and hydroxypyruvate reductase activity
362663	CL:2389	5	glycolate dehydrogenase activity, and Haem-degrading
362663	CL:2401	6	LUD domain, and lactate dehydrogenase activity
362663	CL:2415	13	mixed, incl. allantoin metabolic process, and succinate-CoA ligase complex (ADP-forming)
362663	CL:2416	8	mixed, incl. allantoin metabolic process, and Allantoinase
362663	CL:2431	5	succinate-CoA ligase complex (ADP-forming), and carbamoyl phosphate catabolic process
362663	CL:244	23	Aminoacyl-tRNA synthetase
362663	CL:2440	30	mixed, incl. Arginine biosynthesis, and succinate-CoA ligase complex (ADP-forming)
362663	CL:2441	21	mixed, incl. succinate-CoA ligase complex (ADP-forming), and Toluene degradation
362663	CL:2443	10	mixed, incl. Ankyrin repeat, and uridine nucleosidase activity
362663	CL:2447	5	mixed, incl. Ankyrin repeat, and Amidohydrolase 3
362663	CL:2466	6	mixed, incl. succinate-CoA ligase complex (ADP-forming), and Cytosine permease
362663	CL:247	17	Aminoacyl-tRNA synthetase
362663	CL:248	10	Aminoacyl-tRNA synthetase
362663	CL:2485	5	Carbamate kinase, and Arginine deiminase
362663	CL:2499	50	mixed, incl. potassium ion transport, and mechanosensitive ion channel activity
362663	CL:2500	27	mixed, incl. Potassium transport, and Mechanosensitive ion channel
362663	CL:2501	19	mixed, incl. Mechanosensitive ion channel, and Potassium transport
362663	CL:2502	12	mixed, incl. Potassium transport, and Smg
362663	CL:2504	5	mixed, incl. Smg, and DprA, winged helix domain
362663	CL:2516	5	Potassium transport, and polysome
362663	CL:2526	5	Mechanosensitive ion channel
362663	CL:253	5	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
362663	CL:2539	5	potassium transmembrane transporter activity, phosphorylative mechanism, and K+ transporting P-type ATPase, F subunit
362663	CL:2553	23	mixed, incl. Cation/H+ exchanger, and Flavodoxin-like fold
362663	CL:2555	10	Cation/H+ exchanger, and positive regulation of transport
362663	CL:2558	5	Cation/H+ exchanger, and positive regulation of transport
362663	CL:2582	6	Flavodoxin-like fold, and oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
362663	CL:2598	16	mixed, incl. glyoxylate cycle, and RNA pseudouridylate synthase
362663	CL:2600	7	mixed, incl. glyoxylate cycle, and JmjC domain
362663	CL:2620	5	mixed, incl. YcaO-like domain, and Formate transporter FocA, putative
362663	CL:2629	34	mixed, incl. Vitamin B6 metabolism, and regulation of nitrogen utilization
362663	CL:2630	20	mixed, incl. regulation of nitrogen utilization, and Nucleotidyltransferase superfamily
362663	CL:2631	13	mixed, incl. regulation of nitrogen utilization, and Glutamate-ammonia ligase adenylyltransferase
362663	CL:2634	5	regulation of nitrogen utilization, and Sigma-54, DNA binding domain
362663	CL:2647	5	Glutamate-ammonia ligase adenylyltransferase, and RNA repair
362663	CL:2656	7	mixed, incl. YjjU-like, and Cache domain
362663	CL:2669	14	mixed, incl. Vitamin B6 metabolism, and Peptidase M48
362663	CL:2671	6	mixed, incl. Peptidase M48, and ApaG domain
362663	CL:268	5	phenylalanyl-tRNA aminoacylation, and Threonyl/alanyl tRNA synthetase, SAD
362663	CL:2696	772	mixed, incl. Domain, and carbohydrate biosynthetic process
362663	CL:2697	758	mixed, incl. Domain, and carbohydrate biosynthetic process
362663	CL:2698	718	mixed, incl. Domain, and carbohydrate biosynthetic process
362663	CL:2699	457	mixed, incl. Signal, and biological regulation
362663	CL:27	4562	biological_process
362663	CL:2700	444	mixed, incl. Signal, and biological regulation
362663	CL:2701	429	mixed, incl. Signal, and biological regulation
362663	CL:2702	259	mixed, incl. Signal, and biological regulation
362663	CL:2703	251	mixed, incl. Signal, and biological regulation
362663	CL:2704	167	mixed, incl. cell outer membrane, and macromolecule localization
362663	CL:2705	95	mostly uncharacterized, incl. phosphorelay signal transduction system, and Lipoprotein
362663	CL:2707	89	mostly uncharacterized, incl. Two-component regulatory system, and Lipoprotein
362663	CL:2708	76	mostly uncharacterized, incl. Lipoprotein, and regulation of localization
362663	CL:2710	67	mostly uncharacterized, incl. Lipoprotein, and AsmA
362663	CL:2713	46	mostly uncharacterized, incl. AsmA, and Lipoprotein
362663	CL:2714	41	mostly uncharacterized, incl. AsmA, and Lipoprotein
362663	CL:2717	21	mostly uncharacterized, incl. DcrB, and YdgH protein
362663	CL:2720	16	mostly uncharacterized, incl. DcrB, and YdgH protein
362663	CL:2722	7	mixed, incl. YdgH protein, and YniB-like protein
362663	CL:2742	5	mixed, incl. acetyl-CoA binding, and Dextransucrase DSRB
362663	CL:2762	17	mixed, incl. AsmA, and YfhG lipoprotein
362663	CL:2764	10	mixed, incl. YfeY-like superfamily, and Cell division inhibitor SulA
362663	CL:2767	5	mixed, incl. YfeY-like superfamily, and Cell division inhibitor SulA
362663	CL:2795	5	mixed, incl. HIT domain, and Thiamine kinase
362663	CL:2810	17	mostly uncharacterized, incl. Dodecin-like, and GlpM protein
362663	CL:2812	8	mixed, incl. Peptidase S1B, and MSF-type transporter, YcaD
362663	CL:2834	5	mixed, incl. peptidase activator activity, and Protein of unknown function DUF2593
362663	CL:2848	6	mixed, incl. rescue of stalled ribosome, and YaeQ
362663	CL:2859	13	mixed, incl. Transcription elongation factor GreA/GreB family, and Two-component regulatory system
362663	CL:2861	6	mixed, incl. HHH domain 9, and CpxA, periplasmic domain superfamily
362663	CL:2875	5	mixed, incl. CutC family, and YecM protein
362663	CL:289	14	Protein export, and Trigger factor
362663	CL:2894	72	mixed, incl. membrane organization, and pore complex
362663	CL:2895	49	mixed, incl. pore complex, and protein localization to membrane
362663	CL:2896	37	pore complex, and protein localization to membrane
362663	CL:2897	20	pore complex, and Outer membrane protein beta-barrel domain
362663	CL:29	4495	biological_process
362663	CL:2900	14	pore complex, and Outer membrane protein beta-barrel domain
362663	CL:2902	5	Porin domain, Gram-negative type, and Glycoporin RafY
362663	CL:2916	6	Outer membrane protein beta-barrel domain, and Porin, Gram-negative type, conserved site
362663	CL:293	5	intracellular protein transmembrane transport, and YidC periplasmic domain
362663	CL:2936	17	protein localization to membrane, and Histidine-tRNA ligase
362663	CL:2938	10	protein localization to membrane
362663	CL:2940	5	protein insertion into membrane
362663	CL:2969	12	mixed, incl. bacteriocin transport, and TolB, N-terminal
362663	CL:2972	6	mixed, incl. TolB, N-terminal, and Tol-Pal system, TolQ
362663	CL:2992	23	mixed, incl. lipid transporter activity, and membrane organization
362663	CL:2993	12	mixed, incl. phospholipid transport, and calcium ion transport
362663	CL:2997	5	phospholipid transport, and STAS domain
362663	CL:30	4483	biological_process
362663	CL:3016	11	floppase activity, and lipopolysaccharide transport
362663	CL:3017	6	lipopolysaccharide transport, and floppase activity
362663	CL:3028	5	floppase activity, and LPS export ABC transporter, ATP-binding protein LptB
362663	CL:3037	84	mostly uncharacterized, incl. Cell cycle, and UspA
362663	CL:3038	79	mostly uncharacterized, incl. Cell cycle, and UspA
362663	CL:3039	68	mixed, incl. Cell cycle, and UspA
362663	CL:3040	38	mixed, incl. UspA, and Cell cycle
362663	CL:3041	33	mixed, incl. UspA, and Cell cycle
362663	CL:3042	19	mixed, incl. UspA, and DNA packaging
362663	CL:3043	12	mixed, incl. DNA packaging, and Septation
362663	CL:3044	7	mixed, incl. DNA packaging, and DREV methyltransferase
362663	CL:3057	5	Septation, and MatP, N-terminal
362663	CL:3067	5	UspA
362663	CL:307	5	SecD/SecF GG Motif, and QueA, domain 2
362663	CL:3079	14	mixed, incl. TrkA-C domain, and YfgJ-like
362663	CL:3081	7	mixed, incl. ATPase RavA, and Esterase FrsA
362663	CL:3106	5	mixed, incl. AFG1-like ATPase, and Protein of unknown function DUF1043
362663	CL:3115	30	mostly uncharacterized, incl. regulation of lipid metabolic process, and endoribonuclease inhibitor activity
362663	CL:3116	22	mostly uncharacterized, incl. endoribonuclease inhibitor activity, and regulation of fatty acid metabolic process
362663	CL:3118	16	mixed, incl. endoribonuclease inhibitor activity, and regulation of fatty acid metabolic process
362663	CL:3121	10	mixed, incl. regulation of fatty acid metabolic process, and single-stranded RNA binding
362663	CL:3123	5	mixed, incl. YfcL protein, and ProQ/FINO family
362663	CL:3159	8	mixed, incl. HHA superfamily, and H-NS histone family
362663	CL:317	6	mixed, incl. OBG-type guanine nucleotide-binding (G) domain, and Peptidyl-tRNA hydrolase
362663	CL:3174	11	mixed, incl. phage shock, and PspC domain
362663	CL:3177	5	phage shock, and PspC domain
362663	CL:3195	5	thiamine transport, and Leucine operon leader peptide
362663	CL:32	4478	biological_process
362663	CL:3205	5	mixed, incl. Transcriptional regulator Spx/MgsR, and Uncharacterised protein family UPF0370
362663	CL:3219	170	mixed, incl. Signal, and cellular response to stress
362663	CL:3220	133	mixed, incl. Signal, and cellular response to stress
362663	CL:3221	80	mixed, incl. Stress response, and Signal
362663	CL:3223	71	mostly uncharacterized, incl. Stress response, and Lipoprotein
362663	CL:3224	65	mostly uncharacterized, incl. Lipoprotein, and regulation of single-species biofilm formation
362663	CL:3226	59	mostly uncharacterized, incl. Lipoprotein, and Domain of unknown function DUF892
362663	CL:3228	51	mostly uncharacterized, incl. Lipoprotein, and Domain of unknown function DUF892
362663	CL:3230	31	mostly uncharacterized, incl. Protein of unknown function DUF1323, and Acyltransferase 3
362663	CL:3231	19	mixed, incl. Protein of unknown function DUF1323, and Acyltransferase 3
362663	CL:3232	11	mixed, incl. Acyltransferase 3, and YobH-like protein
362663	CL:3234	6	mixed, incl. YobH-like protein, and YebO-like protein
362663	CL:3254	6	Protein of unknown function DUF1323, and glutathione hydrolase activity
362663	CL:3268	12	mixed, incl. Palmitate, and YjeJ-like
362663	CL:3272	6	mixed, incl. Ribonuclease T2-like, and CedA-like superfamily
362663	CL:3296	17	mixed, incl. Domain of unknown function DUF892, and Stress-induced protein, KGG, repeat
362663	CL:3297	12	mostly uncharacterized, incl. YedD-like protein, and Family of unknown function
362663	CL:33	4472	biological_process
362663	CL:3300	6	mixed, incl. YedD-like protein, and Uncharacterised protein family YaiZ
362663	CL:3320	5	Domain of unknown function DUF892, and Stress-induced protein, KGG, repeat
362663	CL:3353	6	SEC-C motif, and anti-sigma factor antagonist activity
362663	CL:3371	5	mixed, incl. Inner membrane protein YlaC, and maltose O-acetyltransferase activity
362663	CL:338	5	DNA topoisomerase, type IIA-like domain superfamily, and Rsd/AlgQ superfamily
362663	CL:3380	53	mostly uncharacterized, incl. DUF883, N-terminal domain, and cellular response to chemical stimulus
362663	CL:3382	31	mostly uncharacterized, incl. DUF883, N-terminal domain, and BON domain
362663	CL:3383	25	mostly uncharacterized, incl. BON domain, and DUF883, N-terminal domain
362663	CL:3385	20	mixed, incl. DUF883, N-terminal domain, and NADPH-dependent FMN reductase-like
362663	CL:3386	12	mixed, incl. DUF883, N-terminal domain, and NADPH-dependent FMN reductase-like
362663	CL:3388	7	mixed, incl. DUF883, N-terminal domain, and YegP-like superfamily
362663	CL:34	4466	biological_process
362663	CL:3411	5	mixed, incl. Fido domain, and PrkA AAA domain
362663	CL:3432	6	mixed, incl. YqjK-like protein, and Modulator protein MzrA
362663	CL:3446	20	mostly uncharacterized, incl. Fusaric acid resistance protein-like, and MsyB protein
362663	CL:3448	12	mostly uncharacterized, incl. MsyB protein, and Acid shock protein
362663	CL:3451	6	mixed, incl. MsyB protein, and Acid shock protein
362663	CL:3474	6	mixed, incl. Sugar efflux, and Transcriptional regulator, SlyA
362663	CL:348	29	mixed, incl. RNA helicase activity, and exoribonuclease activity
362663	CL:3486	34	mixed, incl. Dodecin-like, and negative regulation of molecular function
362663	CL:3488	20	mixed, incl. Dodecin-like, and META domain
362663	CL:349	21	mixed, incl. exoribonuclease activity, and RNA degradation
362663	CL:3490	11	mostly uncharacterized, incl. META domain, and YbfN-like lipoprotein
362663	CL:3492	5	mixed, incl. YbfN-like lipoprotein, and Protein of unknown function DUF3313
362663	CL:35	4446	biological_process
362663	CL:351	10	Ribosomal protein S1-like RNA-binding domain, and RNA 3-end processing
362663	CL:3515	5	Dodecin-like, and YjbD family (DUF3811)
362663	CL:352	5	RNA degradation
362663	CL:3532	11	mostly uncharacterized, incl. Toxin CcdB, and Pectinesterase
362663	CL:3534	5	mixed, incl. Toxin CcdB, and response to host
362663	CL:3558	15	mixed, incl. Ferritin-like diiron domain, and iron ion transmembrane transporter activity
362663	CL:3559	8	iron ion transmembrane transporter activity, and Dyp-type peroxidase
362663	CL:3575	6	Copper transport protein C/D, and Ferritin-like diiron domain
362663	CL:3587	13	mostly uncharacterized, incl. AAA domain, and RlmI, PUA-like domain
362663	CL:3589	5	mixed, incl. RlmI, PUA-like domain, and YnbE-like lipoprotein
362663	CL:36	4436	biological_process
362663	CL:361	5	RNB domain, and Ribonuclease P
362663	CL:3612	261	mixed, incl. carbohydrate biosynthetic process, and Flagellar assembly
362663	CL:3613	185	mixed, incl. Flagellar assembly, and cellular polysaccharide biosynthetic process
362663	CL:3614	101	mixed, incl. Flagellar assembly, and Nucleotide cyclase
362663	CL:3615	91	Flagellar assembly, and Nucleotide cyclase
362663	CL:3616	52	Flagellar assembly, and taxis
362663	CL:3617	40	Flagellar assembly
362663	CL:3620	28	bacterial-type flagellum
362663	CL:3622	13	bacterial-type flagellum basal body, and Flagellar export FliJ
362663	CL:3624	7	bacterial-type flagellum basal body
362663	CL:3648	14	Bacterial flagellum, and Rod binding protein
362663	CL:3650	6	bacterial-type flagellum basal body, rod, and Rod binding protein
362663	CL:3666	5	Flagellin, D0/D1 domain, and Flagellar protein FliS
362663	CL:3683	5	sigma factor antagonist activity, and FlgN protein
362663	CL:3696	12	Bacterial chemotaxis
362663	CL:3699	6	Bacterial chemotaxis
362663	CL:37	4396	biological_process
362663	CL:3719	39	mixed, incl. Nucleotide cyclase, and cyclic-guanylate-specific phosphodiesterase activity
362663	CL:3721	34	Nucleotide cyclase, and cyclic-guanylate-specific phosphodiesterase activity
362663	CL:3722	21	Nucleotide cyclase, and CSS motif domain associated with EAL 
362663	CL:3723	12	cyclic-guanylate-specific phosphodiesterase activity, and negative regulation of cellular component movement
362663	CL:3725	6	mixed, incl. CSS motif domain associated with EAL , and Periplasmic sensor domain, extracellular
362663	CL:374	7	mixed, incl. 16S rRNA methyltransferase RsmB/F, and mRNA 5-UTR binding
362663	CL:3748	5	mixed, incl. Flagellar regulator YcgR, and Periplasmic sensor domain
362663	CL:3764	10	mixed, incl. Hpt domain, and oxygen sensor activity
362663	CL:3766	5	mixed, incl. oxygen sensor activity, and RcsC Alpha-Beta-Loop (ABL)
362663	CL:3797	6	mixed, incl. Heavy-metal resistance protein, and helix_turn_helix, Lux Regulon
362663	CL:38	4391	biological_process
362663	CL:3815	84	mixed, incl. cellular polysaccharide biosynthetic process, and Biofilm formation - Escherichia coli
362663	CL:3816	44	extracellular polysaccharide metabolic process, and O-Antigen nucleotide sugar biosynthesis
362663	CL:3817	38	O-Antigen nucleotide sugar biosynthesis, and slime layer organization
