#string_protein_id	preferred_name	protein_size	annotation
118005.AWNK01000001_gene1826	AWNK01000001_gene1826	319	annotation not available
118005.AWNK01000001_gene1827	AWNK01000001_gene1827	270	annotation not available
118005.AWNK01000001_gene1828	AWNK01000001_gene1828	727	annotation not available
118005.AWNK01000001_gene1829	AWNK01000001_gene1829	84	annotation not available
118005.AWNK01000001_gene1830	AWNK01000001_gene1830	426	annotation not available
118005.AWNK01000001_gene1831	AWNK01000001_gene1831	610	annotation not available
118005.AWNK01000001_gene1832	AWNK01000001_gene1832	478	annotation not available
118005.AWNK01000001_gene1833	AWNK01000001_gene1833	276	annotation not available
118005.AWNK01000001_gene1834	AWNK01000001_gene1834	80	annotation not available
118005.AWNK01000001_gene1835	AWNK01000001_gene1835	544	annotation not available
118005.AWNK01000001_gene1836	AWNK01000001_gene1836	274	annotation not available
118005.AWNK01000001_gene1837	AWNK01000001_gene1837	322	annotation not available
118005.AWNK01000001_gene1838	AWNK01000001_gene1838	209	annotation not available
118005.AWNK01000001_gene1839	AWNK01000001_gene1839	116	annotation not available
118005.AWNK01000001_gene1840	AWNK01000001_gene1840	930	annotation not available
118005.AWNK01000001_gene1841	AWNK01000001_gene1841	297	annotation not available
118005.AWNK01000001_gene1842	AWNK01000001_gene1842	1202	annotation not available
118005.AWNK01000001_gene1843	AWNK01000001_gene1843	330	annotation not available
118005.AWNK01000001_gene1844	AWNK01000001_gene1844	155	annotation not available
118005.AWNK01000001_gene1845	AWNK01000001_gene1845	53	annotation not available
118005.AWNK01000001_gene1846	AWNK01000001_gene1846	360	annotation not available
118005.AWNK01000001_gene1847	AWNK01000001_gene1847	858	annotation not available
118005.AWNK01000001_gene1848	AWNK01000001_gene1848	246	annotation not available
118005.AWNK01000001_gene1849	AWNK01000001_gene1849	141	annotation not available
118005.AWNK01000001_gene1850	AWNK01000001_gene1850	339	annotation not available
118005.AWNK01000001_gene1851	AWNK01000001_gene1851	313	annotation not available
118005.AWNK01000001_gene1852	AWNK01000001_gene1852	189	annotation not available
118005.AWNK01000001_gene1853	AWNK01000001_gene1853	444	annotation not available
118005.AWNK01000001_gene1854	AWNK01000001_gene1854	119	annotation not available
118005.AWNK01000001_gene1855	AWNK01000001_gene1855	562	annotation not available
118005.AWNK01000001_gene1856	AWNK01000001_gene1856	555	annotation not available
118005.AWNK01000001_gene1857	AWNK01000001_gene1857	191	annotation not available
118005.AWNK01000001_gene1858	AWNK01000001_gene1858	221	annotation not available
118005.AWNK01000001_gene1859	AWNK01000001_gene1859	171	annotation not available
118005.AWNK01000001_gene1860	AWNK01000001_gene1860	634	annotation not available
118005.AWNK01000001_gene1861	AWNK01000001_gene1861	518	annotation not available
118005.AWNK01000001_gene1862	AWNK01000001_gene1862	489	annotation not available
118005.AWNK01000001_gene1863	AWNK01000001_gene1863	252	annotation not available
118005.AWNK01000001_gene1864	AWNK01000001_gene1864	253	annotation not available
118005.AWNK01000001_gene1865	AWNK01000001_gene1865	833	annotation not available
118005.AWNK01000001_gene1866	AWNK01000001_gene1866	230	annotation not available
118005.AWNK01000001_gene1867	AWNK01000001_gene1867	194	annotation not available
118005.AWNK01000001_gene1868	AWNK01000001_gene1868	493	annotation not available
118005.AWNK01000001_gene1869	AWNK01000001_gene1869	294	annotation not available
118005.AWNK01000001_gene1870	AWNK01000001_gene1870	260	annotation not available
118005.AWNK01000001_gene1871	AWNK01000001_gene1871	279	annotation not available
118005.AWNK01000001_gene1872	AWNK01000001_gene1872	130	annotation not available
118005.AWNK01000001_gene1873	AWNK01000001_gene1873	744	annotation not available
118005.AWNK01000001_gene1874	AWNK01000001_gene1874	226	annotation not available
118005.AWNK01000001_gene1875	AWNK01000001_gene1875	170	annotation not available
118005.AWNK01000001_gene1876	AWNK01000001_gene1876	2330	annotation not available
118005.AWNK01000001_gene1877	AWNK01000001_gene1877	663	annotation not available
118005.AWNK01000001_gene1878	AWNK01000001_gene1878	330	annotation not available
118005.AWNK01000001_gene1879	AWNK01000001_gene1879	237	annotation not available
118005.AWNK01000001_gene1880	AWNK01000001_gene1880	442	annotation not available
118005.AWNK01000001_gene1881	AWNK01000001_gene1881	191	annotation not available
118005.AWNK01000001_gene1882	AWNK01000001_gene1882	122	annotation not available
118005.AWNK01000001_gene1883	AWNK01000001_gene1883	1130	annotation not available
118005.AWNK01000001_gene1884	AWNK01000001_gene1884	135	annotation not available
118005.AWNK01000001_gene1885	AWNK01000001_gene1885	930	annotation not available
118005.AWNK01000001_gene1886	AWNK01000001_gene1886	45	annotation not available
118005.AWNK01000001_gene1887	AWNK01000001_gene1887	197	annotation not available
118005.AWNK01000001_gene1888	AWNK01000001_gene1888	527	annotation not available
118005.AWNK01000001_gene1889	AWNK01000001_gene1889	330	annotation not available
118005.AWNK01000001_gene1890	AWNK01000001_gene1890	310	annotation not available
118005.AWNK01000001_gene1891	AWNK01000001_gene1891	242	annotation not available
118005.AWNK01000001_gene1892	AWNK01000001_gene1892	359	annotation not available
118005.AWNK01000001_gene1893	AWNK01000001_gene1893	248	annotation not available
118005.AWNK01000001_gene1894	AWNK01000001_gene1894	341	annotation not available
118005.AWNK01000001_gene1895	AWNK01000001_gene1895	314	annotation not available
118005.AWNK01000001_gene1896	AWNK01000001_gene1896	375	annotation not available
118005.AWNK01000001_gene1897	AWNK01000001_gene1897	426	annotation not available
118005.AWNK01000001_gene1898	AWNK01000001_gene1898	375	annotation not available
118005.AWNK01000001_gene1899	AWNK01000001_gene1899	324	annotation not available
118005.AWNK01000001_gene1900	AWNK01000001_gene1900	343	annotation not available
118005.AWNK01000001_gene1901	AWNK01000001_gene1901	340	annotation not available
118005.AWNK01000001_gene1902	AWNK01000001_gene1902	381	annotation not available
118005.AWNK01000001_gene1903	AWNK01000001_gene1903	665	annotation not available
118005.AWNK01000001_gene1904	AWNK01000001_gene1904	241	annotation not available
118005.AWNK01000001_gene1905	AWNK01000001_gene1905	184	annotation not available
118005.AWNK01000001_gene1906	AWNK01000001_gene1906	715	annotation not available
118005.AWNK01000001_gene1907	AWNK01000001_gene1907	406	annotation not available
118005.AWNK01000001_gene1908	AWNK01000001_gene1908	205	annotation not available
118005.AWNK01000001_gene1909	AWNK01000001_gene1909	250	annotation not available
118005.AWNK01000001_gene1910	AWNK01000001_gene1910	593	annotation not available
118005.AWNK01000001_gene1911	AWNK01000001_gene1911	589	annotation not available
118005.AWNK01000001_gene1912	AWNK01000001_gene1912	347	annotation not available
118005.AWNK01000001_gene1913	AWNK01000001_gene1913	318	annotation not available
118005.AWNK01000001_gene1914	AWNK01000001_gene1914	437	annotation not available
118005.AWNK01000001_gene1915	AWNK01000001_gene1915	323	annotation not available
118005.AWNK01000001_gene1916	AWNK01000001_gene1916	199	annotation not available
118005.AWNK01000001_gene1917	AWNK01000001_gene1917	435	annotation not available
118005.AWNK01000001_gene1918	AWNK01000001_gene1918	65	annotation not available
118005.AWNK01000001_gene1919	AWNK01000001_gene1919	258	annotation not available
118005.AWNK01000001_gene1920	AWNK01000001_gene1920	369	annotation not available
118005.AWNK01000001_gene1921	AWNK01000001_gene1921	477	annotation not available
118005.AWNK01000001_gene1922	AWNK01000001_gene1922	412	annotation not available
118005.AWNK01000001_gene1923	AWNK01000001_gene1923	119	annotation not available
118005.AWNK01000001_gene1924	AWNK01000001_gene1924	473	annotation not available
118005.AWNK01000001_gene1925	AWNK01000001_gene1925	329	annotation not available
118005.AWNK01000001_gene1926	AWNK01000001_gene1926	570	annotation not available
118005.AWNK01000001_gene1927	AWNK01000001_gene1927	304	annotation not available
118005.AWNK01000001_gene1928	AWNK01000001_gene1928	657	annotation not available
118005.AWNK01000001_gene1929	AWNK01000001_gene1929	305	annotation not available
118005.AWNK01000001_gene1930	AWNK01000001_gene1930	212	annotation not available
118005.AWNK01000001_gene1931	AWNK01000001_gene1931	479	annotation not available
118005.AWNK01000001_gene1932	AWNK01000001_gene1932	508	annotation not available
118005.AWNK01000001_gene1933	AWNK01000001_gene1933	274	annotation not available
118005.AWNK01000001_gene1934	AWNK01000001_gene1934	448	annotation not available
118005.AWNK01000001_gene1935	AWNK01000001_gene1935	244	annotation not available
118005.AWNK01000001_gene1936	AWNK01000001_gene1936	340	annotation not available
118005.AWNK01000001_gene1937	AWNK01000001_gene1937	522	annotation not available
118005.AWNK01000001_gene1938	AWNK01000001_gene1938	150	annotation not available
118005.AWNK01000001_gene1939	AWNK01000001_gene1939	314	annotation not available
118005.AWNK01000001_gene1940	AWNK01000001_gene1940	537	annotation not available
118005.AWNK01000001_gene1941	AWNK01000001_gene1941	302	annotation not available
118005.AWNK01000001_gene1942	AWNK01000001_gene1942	261	annotation not available
118005.AWNK01000001_gene1943	AWNK01000001_gene1943	591	annotation not available
118005.AWNK01000001_gene1944	AWNK01000001_gene1944	523	annotation not available
118005.AWNK01000001_gene1945	AWNK01000001_gene1945	424	annotation not available
118005.AWNK01000001_gene1946	AWNK01000001_gene1946	401	annotation not available
118005.AWNK01000001_gene1947	AWNK01000001_gene1947	243	annotation not available
118005.AWNK01000001_gene1948	AWNK01000001_gene1948	104	annotation not available
118005.AWNK01000001_gene1949	AWNK01000001_gene1949	84	annotation not available
118005.AWNK01000001_gene1950	AWNK01000001_gene1950	527	annotation not available
118005.AWNK01000001_gene1951	AWNK01000001_gene1951	490	annotation not available
118005.AWNK01000001_gene1952	AWNK01000001_gene1952	282	annotation not available
118005.AWNK01000001_gene1953	AWNK01000001_gene1953	428	annotation not available
118005.AWNK01000001_gene1954	AWNK01000001_gene1954	383	annotation not available
118005.AWNK01000001_gene1955	AWNK01000001_gene1955	523	annotation not available
118005.AWNK01000001_gene1956	AWNK01000001_gene1956	377	annotation not available
118005.AWNK01000001_gene1957	AWNK01000001_gene1957	564	annotation not available
118005.AWNK01000001_gene1958	AWNK01000001_gene1958	629	annotation not available
118005.AWNK01000001_gene1959	AWNK01000001_gene1959	611	annotation not available
118005.AWNK01000001_gene1960	AWNK01000001_gene1960	89	annotation not available
118005.AWNK01000001_gene1961	AWNK01000001_gene1961	717	annotation not available
118005.AWNK01000001_gene1962	AWNK01000001_gene1962	485	annotation not available
118005.AWNK01000001_gene1963	AWNK01000001_gene1963	161	annotation not available
118005.AWNK01000001_gene1964	AWNK01000001_gene1964	285	annotation not available
118005.AWNK01000001_gene1965	AWNK01000001_gene1965	563	annotation not available
118005.AWNK01000001_gene1966	AWNK01000001_gene1966	256	annotation not available
118005.AWNK01000001_gene1967	AWNK01000001_gene1967	105	annotation not available
118005.AWNK01000001_gene1968	AWNK01000001_gene1968	168	annotation not available
118005.AWNK01000001_gene1969	AWNK01000001_gene1969	283	annotation not available
118005.AWNK01000001_gene1970	AWNK01000001_gene1970	301	annotation not available
118005.AWNK01000001_gene1971	AWNK01000001_gene1971	220	annotation not available
118005.AWNK01000001_gene1972	AWNK01000001_gene1972	78	annotation not available
118005.AWNK01000001_gene1973	AWNK01000001_gene1973	322	annotation not available
118005.AWNK01000001_gene1974	AWNK01000001_gene1974	79	annotation not available
118005.AWNK01000001_gene1975	AWNK01000001_gene1975	106	annotation not available
118005.AWNK01000001_gene1976	AWNK01000001_gene1976	75	annotation not available
118005.AWNK01000001_gene1977	AWNK01000001_gene1977	387	annotation not available
118005.AWNK01000001_gene1978	AWNK01000001_gene1978	361	annotation not available
118005.AWNK01000001_gene1979	AWNK01000001_gene1979	789	annotation not available
118005.AWNK01000001_gene1980	AWNK01000001_gene1980	343	annotation not available
118005.AWNK01000001_gene1981	AWNK01000001_gene1981	184	annotation not available
118005.AWNK01000001_gene1982	AWNK01000001_gene1982	274	annotation not available
118005.AWNK01000001_gene1983	AWNK01000001_gene1983	865	annotation not available
118005.AWNK01000001_gene1984	AWNK01000001_gene1984	451	annotation not available
118005.AWNK01000001_gene1985	AWNK01000001_gene1985	939	annotation not available
118005.AWNK01000001_gene1986	AWNK01000001_gene1986	454	annotation not available
118005.AWNK01000001_gene1987	AWNK01000001_gene1987	656	annotation not available
118005.AWNK01000001_gene1988	AWNK01000001_gene1988	197	annotation not available
118005.AWNK01000001_gene1989	AWNK01000001_gene1989	54	annotation not available
118005.AWNK01000001_gene1990	AWNK01000001_gene1990	318	annotation not available
118005.AWNK01000001_gene1991	AWNK01000001_gene1991	1009	annotation not available
118005.AWNK01000001_gene1992	AWNK01000001_gene1992	473	annotation not available
118005.AWNK01000001_gene1993	AWNK01000001_gene1993	95	annotation not available
118005.AWNK01000001_gene1994	AWNK01000001_gene1994	101	annotation not available
118005.AWNK01000001_gene1995	AWNK01000001_gene1995	214	annotation not available
118005.AWNK01000001_gene1996	AWNK01000001_gene1996	432	annotation not available
118005.AWNK01000001_gene1997	AWNK01000001_gene1997	322	annotation not available
118005.AWNK01000001_gene1998	AWNK01000001_gene1998	109	annotation not available
118005.AWNK01000001_gene1999	AWNK01000001_gene1999	153	annotation not available
118005.AWNK01000001_gene2000	AWNK01000001_gene2000	256	annotation not available
118005.AWNK01000001_gene2001	AWNK01000001_gene2001	1149	annotation not available
118005.AWNK01000001_gene2002	AWNK01000001_gene2002	1008	annotation not available
118005.AWNK01000001_gene2003	AWNK01000001_gene2003	394	annotation not available
118005.AWNK01000001_gene2004	AWNK01000001_gene2004	113	annotation not available
118005.AWNK01000001_gene2005	AWNK01000001_gene2005	460	annotation not available
118005.AWNK01000001_gene2006	AWNK01000001_gene2006	470	annotation not available
118005.AWNK01000001_gene2007	AWNK01000001_gene2007	221	annotation not available
118005.AWNK01000001_gene2008	AWNK01000001_gene2008	217	annotation not available
118005.AWNK01000001_gene2009	AWNK01000001_gene2009	252	annotation not available
118005.AWNK01000001_gene2010	AWNK01000001_gene2010	155	annotation not available
118005.AWNK01000001_gene2011	AWNK01000001_gene2011	419	annotation not available
118005.AWNK01000001_gene2012	AWNK01000001_gene2012	300	annotation not available
118005.AWNK01000001_gene2013	AWNK01000001_gene2013	222	annotation not available
118005.AWNK01000001_gene2014	AWNK01000001_gene2014	126	annotation not available
118005.AWNK01000001_gene2015	AWNK01000001_gene2015	100	annotation not available
118005.AWNK01000001_gene2016	AWNK01000001_gene2016	404	annotation not available
118005.AWNK01000001_gene2017	AWNK01000001_gene2017	411	annotation not available
118005.AWNK01000001_gene2018	AWNK01000001_gene2018	228	annotation not available
118005.AWNK01000001_gene2019	AWNK01000001_gene2019	335	annotation not available
118005.AWNK01000001_gene2020	AWNK01000001_gene2020	68	annotation not available
118005.AWNK01000001_gene2021	AWNK01000001_gene2021	67	annotation not available
118005.AWNK01000001_gene2022	AWNK01000001_gene2022	150	annotation not available
118005.AWNK01000001_gene2023	AWNK01000001_gene2023	418	annotation not available
118005.AWNK01000001_gene2024	AWNK01000001_gene2024	77	annotation not available
118005.AWNK01000001_gene2025	AWNK01000001_gene2025	82	annotation not available
118005.AWNK01000001_gene2026	AWNK01000001_gene2026	79	annotation not available
118005.AWNK01000001_gene2027	AWNK01000001_gene2027	72	annotation not available
118005.AWNK01000001_gene2028	AWNK01000001_gene2028	86	annotation not available
118005.AWNK01000001_gene2029	AWNK01000001_gene2029	431	annotation not available
118005.AWNK01000001_gene2030	AWNK01000001_gene2030	304	annotation not available
118005.AWNK01000001_gene2031	AWNK01000001_gene2031	171	annotation not available
118005.AWNK01000001_gene2032	AWNK01000001_gene2032	389	annotation not available
118005.AWNK01000001_gene2033	AWNK01000001_gene2033	406	annotation not available
118005.AWNK01000001_gene2034	AWNK01000001_gene2034	155	annotation not available
118005.AWNK01000001_gene2035	AWNK01000001_gene2035	128	annotation not available
118005.AWNK01000001_gene2036	AWNK01000001_gene2036	88	annotation not available
118005.AWNK01000001_gene2037	AWNK01000001_gene2037	146	annotation not available
118005.AWNK01000001_gene2038	AWNK01000001_gene2038	150	annotation not available
118005.AWNK01000001_gene2039	AWNK01000001_gene2039	85	annotation not available
118005.AWNK01000001_gene2040	AWNK01000001_gene2040	164	annotation not available
118005.AWNK01000001_gene2041	AWNK01000001_gene2041	456	annotation not available
118005.AWNK01000001_gene2042	AWNK01000001_gene2042	281	annotation not available
118005.AWNK01000001_gene2043	AWNK01000001_gene2043	100	annotation not available
118005.AWNK01000001_gene2044	AWNK01000001_gene2044	89	annotation not available
118005.AWNK01000001_gene2045	AWNK01000001_gene2045	165	annotation not available
118005.AWNK01000001_gene2046	AWNK01000001_gene2046	524	annotation not available
118005.AWNK01000001_gene2047	AWNK01000001_gene2047	111	annotation not available
118005.AWNK01000001_gene2048	AWNK01000001_gene2048	932	annotation not available
118005.AWNK01000001_gene2049	AWNK01000001_gene2049	255	annotation not available
118005.AWNK01000001_gene2050	AWNK01000001_gene2050	423	annotation not available
118005.AWNK01000001_gene2051	AWNK01000001_gene2051	258	annotation not available
118005.AWNK01000001_gene2052	AWNK01000001_gene2052	260	annotation not available
118005.AWNK01000001_gene2053	AWNK01000001_gene2053	287	annotation not available
118005.AWNK01000001_gene2054	AWNK01000001_gene2054	55	annotation not available
118005.AWNK01000001_gene2055	AWNK01000001_gene2055	367	annotation not available
118005.AWNK01000001_gene2056	AWNK01000001_gene2056	358	annotation not available
118005.AWNK01000001_gene2057	AWNK01000001_gene2057	417	annotation not available
118005.AWNK01000001_gene2058	AWNK01000001_gene2058	430	annotation not available
118005.AWNK01000001_gene2059	AWNK01000001_gene2059	341	annotation not available
118005.AWNK01000001_gene2060	AWNK01000001_gene2060	282	annotation not available
118005.AWNK01000001_gene2061	AWNK01000001_gene2061	221	annotation not available
118005.AWNK01000001_gene2062	AWNK01000001_gene2062	550	annotation not available
118005.AWNK01000001_gene2063	AWNK01000001_gene2063	247	annotation not available
118005.AWNK01000001_gene2064	AWNK01000001_gene2064	256	annotation not available
118005.AWNK01000001_gene2065	AWNK01000001_gene2065	363	annotation not available
118005.AWNK01000001_gene2066	AWNK01000001_gene2066	389	annotation not available
118005.AWNK01000001_gene2067	AWNK01000001_gene2067	512	annotation not available
118005.AWNK01000001_gene2068	AWNK01000001_gene2068	372	annotation not available
118005.AWNK01000001_gene2069	AWNK01000001_gene2069	39	annotation not available
118005.AWNK01000001_gene2070	AWNK01000001_gene2070	248	annotation not available
118005.AWNK01000001_gene2071	AWNK01000001_gene2071	841	annotation not available
118005.AWNK01000001_gene2072	AWNK01000001_gene2072	337	annotation not available
118005.AWNK01000001_gene2073	AWNK01000001_gene2073	363	annotation not available
118005.AWNK01000001_gene2074	AWNK01000001_gene2074	237	annotation not available
118005.AWNK01000001_gene2075	AWNK01000001_gene2075	353	annotation not available
118005.AWNK01000001_gene2076	AWNK01000001_gene2076	223	annotation not available
118005.AWNK01000001_gene2077	AWNK01000001_gene2077	248	annotation not available
118005.AWNK01000001_gene2078	AWNK01000001_gene2078	524	annotation not available
118005.AWNK01000001_gene2079	AWNK01000001_gene2079	319	annotation not available
118005.AWNK01000001_gene2080	AWNK01000001_gene2080	154	annotation not available
118005.AWNK01000001_gene2081	AWNK01000001_gene2081	335	annotation not available
118005.AWNK01000001_gene2082	AWNK01000001_gene2082	819	annotation not available
118005.AWNK01000001_gene2083	AWNK01000001_gene2083	868	annotation not available
118005.AWNK01000001_gene2084	AWNK01000001_gene2084	284	annotation not available
118005.AWNK01000001_gene2085	AWNK01000001_gene2085	248	annotation not available
118005.AWNK01000001_gene2086	AWNK01000001_gene2086	214	annotation not available
118005.AWNK01000001_gene2087	AWNK01000001_gene2087	251	annotation not available
118005.AWNK01000001_gene2088	AWNK01000001_gene2088	247	annotation not available
118005.AWNK01000001_gene2089	AWNK01000001_gene2089	389	annotation not available
118005.AWNK01000001_gene2090	AWNK01000001_gene2090	118	annotation not available
118005.AWNK01000001_gene2091	AWNK01000001_gene2091	761	annotation not available
118005.AWNK01000001_gene2092	AWNK01000001_gene2092	591	annotation not available
118005.AWNK01000001_gene2093	AWNK01000001_gene2093	1114	annotation not available
118005.AWNK01000001_gene2094	AWNK01000001_gene2094	1024	annotation not available
118005.AWNK01000001_gene2095	AWNK01000001_gene2095	538	annotation not available
118005.AWNK01000001_gene2096	AWNK01000001_gene2096	39	annotation not available
118005.AWNK01000001_gene2097	AWNK01000001_gene2097	349	annotation not available
118005.AWNK01000001_gene2098	AWNK01000001_gene2098	612	annotation not available
118005.AWNK01000001_gene2099	AWNK01000001_gene2099	257	annotation not available
118005.AWNK01000001_gene2100	AWNK01000001_gene2100	616	annotation not available
118005.AWNK01000001_gene2101	AWNK01000001_gene2101	222	annotation not available
118005.AWNK01000001_gene2102	AWNK01000001_gene2102	324	annotation not available
118005.AWNK01000001_gene2103	AWNK01000001_gene2103	461	annotation not available
118005.AWNK01000001_gene2104	AWNK01000001_gene2104	743	annotation not available
118005.AWNK01000001_gene2105	AWNK01000001_gene2105	464	annotation not available
118005.AWNK01000001_gene2106	AWNK01000001_gene2106	398	annotation not available
118005.AWNK01000001_gene2107	AWNK01000001_gene2107	34	annotation not available
118005.AWNK01000001_gene2108	AWNK01000001_gene2108	221	annotation not available
118005.AWNK01000001_gene2109	AWNK01000001_gene2109	177	annotation not available
118005.AWNK01000001_gene2110	AWNK01000001_gene2110	455	annotation not available
118005.AWNK01000001_gene2111	AWNK01000001_gene2111	1209	annotation not available
118005.AWNK01000001_gene2112	AWNK01000001_gene2112	179	annotation not available
118005.AWNK01000001_gene2113	AWNK01000001_gene2113	232	annotation not available
118005.AWNK01000001_gene2114	AWNK01000001_gene2114	147	annotation not available
118005.AWNK01000001_gene2115	AWNK01000001_gene2115	176	annotation not available
118005.AWNK01000001_gene2116	AWNK01000001_gene2116	1333	annotation not available
118005.AWNK01000001_gene2117	AWNK01000001_gene2117	152	annotation not available
118005.AWNK01000001_gene2118	AWNK01000001_gene2118	283	annotation not available
118005.AWNK01000001_gene2119	AWNK01000001_gene2119	152	annotation not available
118005.AWNK01000001_gene2120	AWNK01000001_gene2120	291	annotation not available
118005.AWNK01000001_gene2121	AWNK01000001_gene2121	693	annotation not available
118005.AWNK01000001_gene2122	AWNK01000001_gene2122	90	annotation not available
118005.AWNK01000001_gene2123	AWNK01000001_gene2123	711	annotation not available
118005.AWNK01000001_gene2124	AWNK01000001_gene2124	355	annotation not available
118005.AWNK01000001_gene2125	AWNK01000001_gene2125	495	annotation not available
118005.AWNK01000001_gene2126	AWNK01000001_gene2126	185	annotation not available
118005.AWNK01000001_gene2127	AWNK01000001_gene2127	448	annotation not available
118005.AWNK01000001_gene2128	AWNK01000001_gene2128	143	annotation not available
118005.AWNK01000001_gene2129	AWNK01000001_gene2129	534	annotation not available
118005.AWNK01000001_gene2130	AWNK01000001_gene2130	648	annotation not available
118005.AWNK01000001_gene2131	AWNK01000001_gene2131	331	annotation not available
118005.AWNK01000001_gene2132	AWNK01000001_gene2132	259	annotation not available
118005.AWNK01000001_gene2133	AWNK01000001_gene2133	193	annotation not available
118005.AWNK01000001_gene2134	AWNK01000001_gene2134	319	annotation not available
118005.AWNK01000001_gene2135	AWNK01000001_gene2135	1711	annotation not available
118005.AWNK01000002_gene1732	AWNK01000002_gene1732	98	annotation not available
118005.AWNK01000002_gene1733	AWNK01000002_gene1733	113	annotation not available
118005.AWNK01000002_gene1734	AWNK01000002_gene1734	570	annotation not available
118005.AWNK01000002_gene1735	AWNK01000002_gene1735	339	annotation not available
118005.AWNK01000002_gene1736	AWNK01000002_gene1736	355	annotation not available
118005.AWNK01000002_gene1737	AWNK01000002_gene1737	273	annotation not available
118005.AWNK01000002_gene1738	AWNK01000002_gene1738	289	annotation not available
118005.AWNK01000002_gene1739	AWNK01000002_gene1739	132	annotation not available
118005.AWNK01000002_gene1740	AWNK01000002_gene1740	308	annotation not available
118005.AWNK01000002_gene1741	AWNK01000002_gene1741	228	annotation not available
118005.AWNK01000002_gene1742	AWNK01000002_gene1742	176	annotation not available
118005.AWNK01000002_gene1743	AWNK01000002_gene1743	170	annotation not available
118005.AWNK01000002_gene1744	AWNK01000002_gene1744	193	annotation not available
118005.AWNK01000002_gene1745	AWNK01000002_gene1745	207	annotation not available
118005.AWNK01000002_gene1746	AWNK01000002_gene1746	248	annotation not available
118005.AWNK01000002_gene1747	AWNK01000002_gene1747	95	annotation not available
118005.AWNK01000002_gene1748	AWNK01000002_gene1748	218	annotation not available
118005.AWNK01000002_gene1749	AWNK01000002_gene1749	29	annotation not available
118005.AWNK01000002_gene1750	AWNK01000002_gene1750	296	annotation not available
118005.AWNK01000002_gene1751	AWNK01000002_gene1751	47	annotation not available
118005.AWNK01000002_gene1752	AWNK01000002_gene1752	161	annotation not available
118005.AWNK01000002_gene1753	AWNK01000002_gene1753	325	annotation not available
118005.AWNK01000002_gene1754	AWNK01000002_gene1754	189	annotation not available
118005.AWNK01000002_gene1755	AWNK01000002_gene1755	353	annotation not available
